FID,配号来源,用海一级类,用海二级类,用海方式
499,变更登记,渔业用海,开放式养殖用海,开放式养殖
500,变更登记,渔业用海,围海养殖用海,围海养殖
501,变更登记,渔业用海,围海养殖用海,围海养殖
502,变更登记,渔业用海,围海养殖用海,围海养殖
503,初始登记,渔业用海,开放式养殖用海,开放式养殖
504,初始登记,渔业用海,开放式养殖用海,开放式养殖
505,初始登记,渔业用海,围海养殖用海,围海养殖
506,初始登记,渔业用海,围海养殖用海,围海养殖
507,初始登记,渔业用海,围海养殖用海,围海养殖
508,初始登记,渔业用海,开放式养殖用海,开放式养殖
509,初始登记,渔业用海,开放式养殖用海,开放式养殖
510,初始登记,渔业用海,围海养殖用海,围海养殖
511,初始登记,渔业用海,开放式养殖用海,开放式养殖
512,初始登记,渔业用海,开放式养殖用海,开放式养殖
513,初始登记,渔业用海,开放式养殖用海,开放式养殖
514,初始登记,渔业用海,开放式养殖用海,开放式养殖
515,初始登记,渔业用海,开放式养殖用海,开放式养殖
516,初始登记,渔业用海,渔业基础设施用海,开放式养殖
517,初始登记,渔业用海,围海养殖用海,围海养殖
518,初始登记,渔业用海,开放式养殖用海,开放式养殖
519,初始登记,渔业用海,开放式养殖用海,开放式养殖
520,初始登记,渔业用海,开放式养殖用海,开放式养殖
521,初始登记,渔业用海,围海养殖用海,围海养殖
522,初始登记,渔业用海,围海养殖用海,围海养殖
523,初始登记,旅游娱乐用海,旅游基础设施用海,透水构筑物
524,初始登记,渔业用海,开放式养殖用海,开放式养殖
525,初始登记,渔业用海,开放式养殖用海,开放式养殖
526,初始登记,渔业用海,开放式养殖用海,开放式养殖
527,初始登记,渔业用海,围海养殖用海,围海养殖
528,初始登记,渔业用海,渔业基础设施用海,开放式养殖
529,初始登记,渔业用海,开放式养殖用海,开放式养殖
530,初始登记,渔业用海,围海养殖用海,围海养殖
531,初始登记,渔业用海,开放式养殖用海,开放式养殖
532,初始登记,渔业用海,围海养殖用海,围海养殖
533,初始登记,渔业用海,开放式养殖用海,开放式养殖
534,初始登记,渔业用海,开放式养殖用海,开放式养殖
535,初始登记,渔业用海,开放式养殖用海,开放式养殖
536,初始登记,渔业用海,围海养殖用海,围海养殖
537,初始登记,渔业用海,渔业基础设施用海,开放式养殖
538,初始登记,渔业用海,围海养殖用海,围海养殖
539,初始登记,渔业用海,开放式养殖用海,开放式养殖
540,初始登记,渔业用海,开放式养殖用海,开放式养殖
541,初始登记,渔业用海,开放式养殖用海,开放式养殖
542,初始登记,渔业用海,开放式养殖用海,开放式养殖
543,变更登记,渔业用海,开放式养殖用海,开放式养殖
544,初始登记,渔业用海,开放式养殖用海,开放式养殖
545,变更登记,渔业用海,开放式养殖用海,开放式养殖
546,变更登记,渔业用海,开放式养殖用海,开放式养殖
547,初始登记,渔业用海,开放式养殖用海,开放式养殖
548,变更登记,渔业用海,开放式养殖用海,开放式养殖
549,变更登记,渔业用海,开放式养殖用海,开放式养殖
550,初始登记,渔业用海,围海养殖用海,围海养殖
551,初始登记,渔业用海,围海养殖用海,围海养殖
552,变更登记,工业用海,电力工业用海,非透水构筑物
553,初始登记,工业用海,电力工业用海,透水构筑物
554,初始登记,渔业用海,围海养殖用海,围海养殖
555,初始登记,渔业用海,围海养殖用海,围海养殖
556,变更登记,工业用海,电力工业用海,非透水构筑物
557,变更登记,工业用海,电力工业用海,非透水构筑物
558,变更登记,工业用海,电力工业用海,非透水构筑物
559,初始登记,造地工程用海,城镇建设填海造地用海,11、建设填海造地
560,初始登记,工业用海,电力工业用海,透水构筑物
561,初始登记,渔业用海,围海养殖用海,围海养殖
562,初始登记,工业用海,电力工业用海,透水构筑物
563,初始登记,工业用海,电力工业用海,透水构筑物
564,变更登记,工业用海,电力工业用海,非透水构筑物
565,变更登记,工业用海,电力工业用海,非透水构筑物
566,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
567,初始登记,工业用海,电力工业用海,11、建设填海造地
568,初始登记,工业用海,电力工业用海,透水构筑物
569,初始登记,渔业用海,开放式养殖用海,41、开放式养殖
570,初始登记,渔业用海,开放式养殖用海,开放式养殖
571,初始登记,造地工程用海,城镇建设填海造地用海,11、建设填海造地
572,初始登记,渔业用海,开放式养殖用海,开放式养殖
573,变更登记,交通运输用海,路桥用海,跨海桥梁、海底隧道等
574,变更登记,工业用海,电力工业用海,非透水构筑物
575,变更登记,工业用海,电力工业用海,非透水构筑物
576,初始登记,渔业用海,开放式养殖用海,开放式养殖
577,变更登记,工业用海,电力工业用海,非透水构筑物
578,变更登记,工业用海,电力工业用海,非透水构筑物
579,变更登记,工业用海,电力工业用海,非透水构筑物
580,变更登记,工业用海,电力工业用海,非透水构筑物
581,变更登记,工业用海,电力工业用海,非透水构筑物
582,变更登记,工业用海,电力工业用海,非透水构筑物
583,变更登记,工业用海,电力工业用海,非透水构筑物
584,变更登记,工业用海,电力工业用海,非透水构筑物
585,变更登记,工业用海,电力工业用海,非透水构筑物
586,变更登记,工业用海,电力工业用海,非透水构筑物
587,变更登记,工业用海,电力工业用海,非透水构筑物
588,初始登记,造地工程用海,城镇建设填海造地用海,11、建设填海造地
589,初始登记,其它用海, ,非透水构筑物
590,初始登记,工业用海,电力工业用海,透水构筑物
591,变更登记,工业用海,电力工业用海,非透水构筑物
592,变更登记,工业用海,电力工业用海,非透水构筑物
593,变更登记,工业用海,电力工业用海,非透水构筑物
594,变更登记,工业用海,电力工业用海,非透水构筑物
595,初始登记,工业用海,电力工业用海,透水构筑物
596,初始登记,渔业用海,围海养殖用海,围海养殖
597,变更登记,交通运输用海,路桥用海,跨海桥梁、海底隧道等
598,变更登记,工业用海,电力工业用海,非透水构筑物
599,变更登记,工业用海,电力工业用海,非透水构筑物
600,初始登记,工业用海,电力工业用海,透水构筑物
601,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
602,变更登记,工业用海,电力工业用海,非透水构筑物
603,初始登记,工业用海,电力工业用海,透水构筑物
604,初始登记,造地工程用海,城镇建设填海造地用海,11、建设填海造地
605,初始登记,工业用海,电力工业用海,透水构筑物
606,初始登记,渔业用海,围海养殖用海,围海养殖
607,初始登记,渔业用海,开放式养殖用海,开放式养殖
608,变更登记,工业用海,电力工业用海,非透水构筑物
609,初始登记,工业用海,电力工业用海,透水构筑物
610,初始登记,工业用海,电力工业用海,透水构筑物
611,变更登记,工业用海,电力工业用海,非透水构筑物
612,初始登记,工业用海,电力工业用海,非透水构筑物
613,初始登记,渔业用海,开放式养殖用海,开放式养殖
614,初始登记,渔业用海,开放式养殖用海,开放式养殖
615,初始登记,造地工程用海,城镇建设填海造地用海,11、建设填海造地
616,初始登记,工业用海,电力工业用海,透水构筑物
617,初始登记,工业用海,电力工业用海,透水构筑物
618,初始登记,工业用海,电力工业用海,透水构筑物
619,初始登记,渔业用海,围海养殖用海,围海养殖
620,初始登记,渔业用海,开放式养殖用海,开放式养殖
621,变更登记,工业用海,电力工业用海,非透水构筑物
622,变更登记,工业用海,电力工业用海,非透水构筑物
623,初始登记,造地工程用海,城镇建设填海造地用海,11、建设填海造地
624,初始登记,工业用海,电力工业用海,11、建设填海造地
625,初始登记,渔业用海,围海养殖用海,围海养殖
626,初始登记,工业用海,电力工业用海,透水构筑物
627,初始登记,工业用海,电力工业用海,透水构筑物
628,初始登记,渔业用海,开放式养殖用海,开放式养殖
629,变更登记,工业用海,电力工业用海,非透水构筑物
630,初始登记,渔业用海,开放式养殖用海,开放式养殖
631,初始登记,渔业用海,开放式养殖用海,开放式养殖
632,初始登记,渔业用海,开放式养殖用海,开放式养殖
633,初始登记,工业用海,电力工业用海,透水构筑物
634,初始登记,工业用海,电力工业用海,透水构筑物
635,初始登记,渔业用海,开放式养殖用海,开放式养殖
636,初始登记,渔业用海,围海养殖用海,围海养殖
637,初始登记,渔业用海,围海养殖用海,围海养殖
638,变更登记,渔业用海,开放式养殖用海,开放式养殖
639,变更登记,渔业用海,开放式养殖用海,开放式养殖
640,变更登记,渔业用海,开放式养殖用海,开放式养殖
641,变更登记,渔业用海,开放式养殖用海,开放式养殖
642,变更登记,渔业用海,开放式养殖用海,开放式养殖
643,初始登记,渔业用海,围海养殖用海,围海养殖
644,初始登记,渔业用海,围海养殖用海,围海养殖
645,变更登记,渔业用海,开放式养殖用海,开放式养殖
646,变更登记,渔业用海,开放式养殖用海,开放式养殖
647,变更登记,渔业用海,开放式养殖用海,开放式养殖
648,初始登记,特殊用海,科研教学用海,透水构筑物
649,初始登记,渔业用海,围海养殖用海,围海养殖
650,初始登记,渔业用海,围海养殖用海,围海养殖
651,变更登记,渔业用海,开放式养殖用海,开放式养殖
652,初始登记,渔业用海,围海养殖用海,围海养殖
653,初始登记,工业用海,电力工业用海,透水构筑物
654,初始登记,交通运输用海,港口用海,11、建设填海造地
655,初始登记,工业用海,电力工业用海,透水构筑物
656,初始登记,工业用海,电力工业用海,透水构筑物
657,初始登记,造地工程用海,城镇建设填海造地用海,11、建设填海造地
658,初始登记,渔业用海,开放式养殖用海,41、开放式养殖
659,初始登记,渔业用海,开放式养殖用海,开放式养殖
660,初始登记,造地工程用海,城镇建设填海造地用海,11、建设填海造地
661,变更登记,渔业用海,开放式养殖用海,开放式养殖
662,变更登记,渔业用海,开放式养殖用海,开放式养殖
663,变更登记,渔业用海,开放式养殖用海,开放式养殖
664,初始登记,渔业用海,开放式养殖用海,开放式养殖
665,初始登记,其它用海, ,11、建设填海造地
666,初始登记,造地工程用海,城镇建设填海造地用海,11、建设填海造地
667,初始登记,造地工程用海,城镇建设填海造地用海,11、建设填海造地
668,初始登记,渔业用海,围海养殖用海,围海养殖
669,初始登记,渔业用海,围海养殖用海,围海养殖
670,初始登记,渔业用海,围海养殖用海,围海养殖
671,初始登记,渔业用海,围海养殖用海,围海养殖
672,初始登记,造地工程用海,城镇建设填海造地用海,11、建设填海造地
673,初始登记,工业用海,电力工业用海,透水构筑物
674,初始登记,工业用海,电力工业用海,透水构筑物
675,初始登记,渔业用海,围海养殖用海,围海养殖
676,初始登记,渔业用海,围海养殖用海,围海养殖
677,初始登记,渔业用海,开放式养殖用海,开放式养殖
678,初始登记,工业用海,电力工业用海,透水构筑物
679,初始登记,工业用海,电力工业用海,透水构筑物
680,初始登记,渔业用海,围海养殖用海,围海养殖
681,初始登记,渔业用海,围海养殖用海,围海养殖
682,初始登记,渔业用海,围海养殖用海,围海养殖
683,初始登记,工业用海,电力工业用海,建设填海造地
684,初始登记,渔业用海,围海养殖用海,围海养殖
685,变更登记,渔业用海,开放式养殖用海,开放式养殖
686,变更登记,渔业用海,开放式养殖用海,开放式养殖
687,初始登记,渔业用海,围海养殖用海,围海养殖
688,变更登记,渔业用海,开放式养殖用海,开放式养殖
689,变更登记,渔业用海,开放式养殖用海,开放式养殖
690,初始登记,特殊用海,科研教学用海,透水构筑物
691,初始登记,渔业用海,围海养殖用海,围海养殖
692,初始登记,渔业用海,围海养殖用海,围海养殖
693,初始登记,渔业用海,围海养殖用海,围海养殖
694,初始登记,渔业用海,围海养殖用海,围海养殖
695,变更登记,工业用海,其它工业用海,建设填海造地
696,变更登记,渔业用海,开放式养殖用海,开放式养殖
697,初始登记,渔业用海,围海养殖用海,围海养殖
698,变更登记,渔业用海,开放式养殖用海,开放式养殖
699,变更登记,渔业用海,开放式养殖用海,开放式养殖
700,初始登记,渔业用海,围海养殖用海,围海养殖
701,初始登记,渔业用海,围海养殖用海,围海养殖
702,初始登记,渔业用海,围海养殖用海,围海养殖
703,初始登记,渔业用海,围海养殖用海,围海养殖
704,初始登记,渔业用海,围海养殖用海,围海养殖
705,初始登记,渔业用海,围海养殖用海,围海养殖
706,初始登记,渔业用海,围海养殖用海,围海养殖
707,初始登记,渔业用海,围海养殖用海,围海养殖
708,初始登记,渔业用海,围海养殖用海,围海养殖
709,初始登记,渔业用海,围海养殖用海,围海养殖
710,初始登记,渔业用海,围海养殖用海,围海养殖
711,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
712,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
713,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
714,初始登记,渔业用海,开放式养殖用海,开放式养殖
715,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
716,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
717,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
718,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
719,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
720,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
721,初始登记,渔业用海,围海养殖用海,围海养殖
722,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
723,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
724,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
725,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
726,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
727,初始登记,工业用海,电力工业用海,透水构筑物
728,初始登记,工业用海,电力工业用海,建设填海造地
729,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
730,初始登记,工业用海,电力工业用海,透水构筑物
731,初始登记,工业用海,电力工业用海,透水构筑物
732,初始登记,工业用海,电力工业用海,透水构筑物
733,初始登记,工业用海,电力工业用海,透水构筑物
734,初始登记,工业用海,电力工业用海,透水构筑物
735,初始登记,渔业用海,围海养殖用海,围海养殖
736,变更登记,造地工程用海,城镇建设填海造地用海,建设填海造地
737,初始登记,渔业用海,开放式养殖用海,开放式养殖
738,初始登记,工业用海,电力工业用海,建设填海造地
739,初始登记,工业用海,电力工业用海,建设填海造地
740,初始登记,工业用海,电力工业用海,建设填海造地
741,初始登记,工业用海,电力工业用海,建设填海造地
742,初始登记,工业用海,电力工业用海,透水构筑物
743,初始登记,工业用海,电力工业用海,建设填海造地
744,初始登记,工业用海,电力工业用海,透水构筑物
745,初始登记,工业用海,电力工业用海,建设填海造地
746,初始登记,工业用海,电力工业用海,建设填海造地
747,初始登记,工业用海,电力工业用海,透水构筑物
748,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
749,变更登记,造地工程用海,城镇建设填海造地用海,建设填海造地
750,初始登记,工业用海,电力工业用海,建设填海造地
751,变更登记,渔业用海,开放式养殖用海,开放式养殖
752,变更登记,渔业用海,开放式养殖用海,开放式养殖
753,变更登记,渔业用海,开放式养殖用海,开放式养殖
754,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
755,初始登记,工业用海,电力工业用海,建设填海造地
756,初始登记,工业用海,电力工业用海,建设填海造地
757,变更登记,渔业用海,围海养殖用海,围海养殖
758,初始登记,工业用海,电力工业用海,建设填海造地
759,初始登记,工业用海,电力工业用海,透水构筑物
760,初始登记,工业用海,电力工业用海,透水构筑物
761,初始登记,工业用海,电力工业用海,建设填海造地
762,变更登记,渔业用海,围海养殖用海,围海养殖
763,初始登记,工业用海,电力工业用海,建设填海造地
764,初始登记,工业用海,电力工业用海,建设填海造地
765,初始登记,工业用海,电力工业用海,透水构筑物
766,初始登记,工业用海,电力工业用海,透水构筑物
767,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
768,初始登记,工业用海,电力工业用海,建设填海造地
769,初始登记,工业用海,电力工业用海,建设填海造地
770,初始登记,工业用海,电力工业用海,建设填海造地
771,初始登记,工业用海,电力工业用海,建设填海造地
772,初始登记,渔业用海,开放式养殖用海,开放式养殖
773,初始登记,工业用海,电力工业用海,建设填海造地
774,初始登记,工业用海,电力工业用海,建设填海造地
775,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
776,初始登记,渔业用海,围海养殖用海,围海养殖
777,初始登记,渔业用海,开放式养殖用海,开放式养殖
778,初始登记,渔业用海,开放式养殖用海,开放式养殖
779,初始登记,渔业用海,开放式养殖用海,开放式养殖
780,初始登记,其它用海, ,非透水构筑物
781,初始登记,其它用海, ,专用航道、锚地及其它开放式
782,初始登记,其它用海, ,透水构筑物
783,初始登记,其它用海, ,非透水构筑物
784,初始登记,渔业用海,围海养殖用海,围海养殖
785,初始登记,交通运输用海,港口用海,透水构筑物
786,初始登记,交通运输用海,港口用海,港池、蓄水等
787,变更登记,交通运输用海,港口用海,建设填海造地
788,变更登记,渔业用海,开放式养殖用海,开放式养殖
789,变更登记,渔业用海,开放式养殖用海,开放式养殖
790,初始登记,渔业用海,围海养殖用海,围海养殖
791,初始登记,渔业用海,围海养殖用海,围海养殖
792,初始登记,渔业用海,围海养殖用海,围海养殖
793,初始登记,渔业用海,围海养殖用海,围海养殖
794,初始登记,渔业用海,围海养殖用海,围海养殖
795,初始登记,渔业用海,围海养殖用海,围海养殖
796,初始登记,渔业用海,围海养殖用海,围海养殖
797,初始登记,渔业用海,开放式养殖用海,开放式养殖
798,初始登记,交通运输用海,港口用海,港池、蓄水等
799,初始登记,交通运输用海,港口用海,透水构筑物
800,初始登记,交通运输用海,港口用海,透水构筑物
801,初始登记,交通运输用海,港口用海,透水构筑物
802,变更登记,交通运输用海,港口用海,建设填海造地
803,变更登记,渔业用海,开放式养殖用海,开放式养殖
804,变更登记,渔业用海,开放式养殖用海,开放式养殖
805,变更登记,渔业用海,开放式养殖用海,开放式养殖
806,变更登记,渔业用海,开放式养殖用海,开放式养殖
807,变更登记,渔业用海,开放式养殖用海,开放式养殖
808,变更登记,渔业用海,开放式养殖用海,开放式养殖
809,初始登记,渔业用海,开放式养殖用海,开放式养殖
810,初始登记,渔业用海,开放式养殖用海,开放式养殖
811,初始登记,渔业用海,开放式养殖用海,开放式养殖
812,初始登记,渔业用海,开放式养殖用海,开放式养殖
813,初始登记,渔业用海,开放式养殖用海,开放式养殖
814,初始登记,渔业用海,开放式养殖用海,开放式养殖
815,初始登记,渔业用海,开放式养殖用海,开放式养殖
816,变更登记,渔业用海,开放式养殖用海,开放式养殖
817,变更登记,渔业用海,开放式养殖用海,开放式养殖
818,初始登记,渔业用海,开放式养殖用海,开放式养殖
819,变更登记,交通运输用海,港口用海,建设填海造地
820,变更登记,渔业用海,开放式养殖用海,开放式养殖
821,初始登记,渔业用海,开放式养殖用海,开放式养殖
822,变更登记,渔业用海,开放式养殖用海,开放式养殖
823,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
824,初始登记,工业用海,电力工业用海,非透水构筑物
825,初始登记,交通运输用海,港口用海,透水构筑物
826,初始登记,工业用海,电力工业用海,非透水构筑物
827,初始登记,交通运输用海,港口用海,透水构筑物
828,初始登记,工业用海,电力工业用海,非透水构筑物
829,初始登记,交通运输用海,港口用海,透水构筑物
830,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
831,初始登记,工业用海,电力工业用海,非透水构筑物
832,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
833,初始登记,交通运输用海,港口用海,建设填海造地
834,初始登记,渔业用海,开放式养殖用海,开放式养殖
835,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
836,初始登记,工业用海,电力工业用海,非透水构筑物
837,初始登记,渔业用海,围海养殖用海,围海养殖
838,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
839,初始登记,工业用海,电力工业用海,非透水构筑物
840,初始登记,工业用海,电力工业用海,非透水构筑物
841,初始登记,工业用海,电力工业用海,非透水构筑物
842,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
843,初始登记,渔业用海,围海养殖用海,围海养殖
844,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
845,初始登记,工业用海,电力工业用海,非透水构筑物
846,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
847,初始登记,工业用海,电力工业用海,非透水构筑物
848,初始登记,工业用海,电力工业用海,非透水构筑物
849,初始登记,工业用海,电力工业用海,非透水构筑物
850,初始登记,渔业用海,围海养殖用海,围海养殖
851,初始登记,渔业用海,围海养殖用海,围海养殖
852,初始登记,交通运输用海,港口用海,港池、蓄水等
853,初始登记,渔业用海,围海养殖用海,围海养殖
854,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
855,初始登记,工业用海,电力工业用海,非透水构筑物
856,初始登记,工业用海,电力工业用海,非透水构筑物
857,初始登记,渔业用海,开放式养殖用海,开放式养殖
858,初始登记,渔业用海,围海养殖用海,围海养殖
859,初始登记,渔业用海,围海养殖用海,围海养殖
860,初始登记,工业用海,电力工业用海,非透水构筑物
861,初始登记,交通运输用海,港口用海,透水构筑物
862,初始登记,渔业用海,开放式养殖用海,开放式养殖
863,初始登记,渔业用海,围海养殖用海,围海养殖
864,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
865,初始登记,交通运输用海,港口用海,港池、蓄水等
866,初始登记,交通运输用海,港口用海,港池、蓄水等
867,初始登记,工业用海,电力工业用海,非透水构筑物
868,初始登记,工业用海,电力工业用海,非透水构筑物
869,初始登记,工业用海,电力工业用海,非透水构筑物
870,变更登记,渔业用海,开放式养殖用海,开放式养殖
871,变更登记,渔业用海,开放式养殖用海,开放式养殖
872,变更登记,渔业用海,开放式养殖用海,开放式养殖
873,初始登记,工业用海,电力工业用海,非透水构筑物
874,初始登记,工业用海,电力工业用海,非透水构筑物
875,初始登记,交通运输用海,路桥用海,建设填海造地
876,初始登记,交通运输用海,港口用海,港池、蓄水等
877,初始登记,工业用海,电力工业用海,非透水构筑物
878,变更登记,渔业用海,开放式养殖用海,开放式养殖
879,变更登记,渔业用海,开放式养殖用海,开放式养殖
880,变更登记,渔业用海,开放式养殖用海,开放式养殖
881,初始登记,渔业用海,围海养殖用海,围海养殖
882,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
883,初始登记,渔业用海,围海养殖用海,围海养殖
884,初始登记,其它用海, ,非透水构筑物
885,初始登记,其它用海, ,非透水构筑物
886,初始登记,交通运输用海,路桥用海,跨海桥梁、海底隧道等
887,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
888,变更登记,渔业用海,开放式养殖用海,开放式养殖
889,初始登记,渔业用海,渔业基础设施用海,建设填海造地
890,初始登记,其它用海, ,非透水构筑物
891,初始登记,其它用海, ,非透水构筑物
892,初始登记,其它用海, ,非透水构筑物
893,变更登记,渔业用海,开放式养殖用海,开放式养殖
894,初始登记,其它用海, ,非透水构筑物
895,变更登记,渔业用海,开放式养殖用海,开放式养殖
896,初始登记,其它用海, ,非透水构筑物
897,初始登记,其它用海, ,透水构筑物
898,初始登记,其它用海, ,透水构筑物
899,变更登记,渔业用海,围海养殖用海,围海养殖
900,变更登记,渔业用海,开放式养殖用海,开放式养殖
901,初始登记,其它用海, ,非透水构筑物
902,变更登记,渔业用海,围海养殖用海,围海养殖
903,变更登记,渔业用海,开放式养殖用海,开放式养殖
904,初始登记,其它用海, ,专用航道、锚地及其它开放式
905,初始登记,渔业用海,围海养殖用海,围海养殖
906,初始登记,渔业用海,围海养殖用海,围海养殖
907,变更登记,渔业用海,开放式养殖用海,开放式养殖
908,变更登记,渔业用海,开放式养殖用海,开放式养殖
909,变更登记,渔业用海,围海养殖用海,围海养殖
910,初始登记,工业用海,其它工业用海,专用航道、锚地及其它开放式
911,初始登记,渔业用海,围海养殖用海,围海养殖
912,初始登记,其它用海, ,透水构筑物
913,初始登记,其它用海, ,港池、蓄水等
914,变更登记,渔业用海,开放式养殖用海,开放式养殖
915,初始登记,工业用海,其它工业用海,透水构筑物
916,变更登记,渔业用海,开放式养殖用海,开放式养殖
917,初始登记,交通运输用海,港口用海,港池、蓄水等
918,初始登记,其它用海, ,非透水构筑物
919,初始登记,其它用海, ,非透水构筑物
920,初始登记,其它用海, ,非透水构筑物
921,变更登记,渔业用海,开放式养殖用海,开放式养殖
922,变更登记,渔业用海,开放式养殖用海,开放式养殖
923,变更登记,渔业用海,开放式养殖用海,开放式养殖
924,初始登记,其它用海, ,非透水构筑物
925,初始登记,渔业用海,渔业基础设施用海,透水构筑物
926,初始登记,渔业用海,围海养殖用海,围海养殖
927,初始登记,渔业用海,围海养殖用海,围海养殖
928,初始登记,其它用海, ,非透水构筑物
929,初始登记,其它用海, ,非透水构筑物
930,初始登记,交通运输用海,港口用海,透水构筑物
931,变更登记,渔业用海,开放式养殖用海,开放式养殖
932,初始登记,其它用海, ,港池、蓄水等
933,初始登记,其它用海, ,非透水构筑物
934,初始登记,交通运输用海,港口用海,港池、蓄水等
935,初始登记,交通运输用海,港口用海,透水构筑物
936,初始登记,其它用海, ,非透水构筑物
937,变更登记,渔业用海,开放式养殖用海,开放式养殖
938,变更登记,渔业用海,开放式养殖用海,开放式养殖
939,初始登记,其它用海, ,非透水构筑物
940,初始登记,其它用海, ,非透水构筑物
941,初始登记,交通运输用海,港口用海,港池、蓄水等
942,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
943,初始登记,其它用海, ,非透水构筑物
944,初始登记,渔业用海,围海养殖用海,围海养殖
945,初始登记,其它用海, ,非透水构筑物
946,初始登记,其它用海, ,非透水构筑物
947,初始登记,其它用海, ,专用航道、锚地及其它开放式
948,初始登记,造地工程用海,城镇建设填海造地用海,建设填海造地
949,变更登记,渔业用海,开放式养殖用海,开放式养殖
950,变更登记,渔业用海,开放式养殖用海,开放式养殖
951,初始登记,渔业用海,开放式养殖用海,开放式养殖
952,变更登记,渔业用海,开放式养殖用海,开放式养殖
953,变更登记,渔业用海,开放式养殖用海,开放式养殖
954,变更登记,渔业用海,开放式养殖用海,开放式养殖
955,变更登记,渔业用海,开放式养殖用海,开放式养殖
956,变更登记,渔业用海,开放式养殖用海,开放式养殖
957,变更登记,渔业用海,开放式养殖用海,开放式养殖
958,变更登记,渔业用海,开放式养殖用海,开放式养殖
959,变更登记,渔业用海,开放式养殖用海,开放式养殖
960,变更登记,渔业用海,开放式养殖用海,开放式养殖
961,变更登记,渔业用海,开放式养殖用海,开放式养殖
962,变更登记,渔业用海,开放式养殖用海,开放式养殖
963,变更登记,渔业用海,开放式养殖用海,开放式养殖
964,变更登记,渔业用海,开放式养殖用海,开放式养殖
965,初始登记,渔业用海,开放式养殖用海,开放式养殖
966,初始登记,工业用海,电力工业用海,建设填海造地
967,变更登记,渔业用海,开放式养殖用海,开放式养殖
968,变更登记,渔业用海,开放式养殖用海,开放式养殖
969,变更登记,渔业用海,开放式养殖用海,开放式养殖
970,变更登记,渔业用海,开放式养殖用海,开放式养殖
971,变更登记,渔业用海,开放式养殖用海,开放式养殖
972,变更登记,渔业用海,开放式养殖用海,开放式养殖
973,变更登记,渔业用海,开放式养殖用海,开放式养殖
974,变更登记,渔业用海,开放式养殖用海,开放式养殖
975,变更登记,渔业用海,开放式养殖用海,开放式养殖
976,变更登记,渔业用海,开放式养殖用海,开放式养殖
977,变更登记,渔业用海,开放式养殖用海,开放式养殖
978,变更登记,渔业用海,开放式养殖用海,开放式养殖
979,变更登记,渔业用海,开放式养殖用海,开放式养殖
980,变更登记,渔业用海,开放式养殖用海,开放式养殖
981,变更登记,渔业用海,开放式养殖用海,开放式养殖
982,变更登记,渔业用海,开放式养殖用海,开放式养殖
983,变更登记,渔业用海,开放式养殖用海,开放式养殖
984,变更登记,渔业用海,开放式养殖用海,开放式养殖
985,变更登记,渔业用海,开放式养殖用海,开放式养殖
986,变更登记,渔业用海,开放式养殖用海,开放式养殖
987,变更登记,渔业用海,开放式养殖用海,开放式养殖
988,变更登记,渔业用海,开放式养殖用海,开放式养殖
989,变更登记,渔业用海,开放式养殖用海,开放式养殖
990,变更登记,渔业用海,开放式养殖用海,开放式养殖
991,变更登记,渔业用海,开放式养殖用海,开放式养殖
992,变更登记,渔业用海,开放式养殖用海,开放式养殖
993,变更登记,渔业用海,开放式养殖用海,开放式养殖
994,变更登记,渔业用海,开放式养殖用海,开放式养殖
995,变更登记,渔业用海,开放式养殖用海,开放式养殖
996,变更登记,渔业用海,开放式养殖用海,开放式养殖
997,变更登记,渔业用海,开放式养殖用海,开放式养殖
